CustomerID,Recency,TenureDays,Frequency,Monetary
16468,74,1,1,74.9
16469,24,222,4,650.43
16470,52,307,4,762.39
16471,275,1,1,223.95000000000002
16473,165,171,3,316.11
16474,7,137,7,1871.5
16475,88,185,4,544.3
16477,64,307,7,2494.46
16478,25,40,3,331.0
16479,10,1,2,300.83
16480,76,1,1,769.29
16482,16,1,1,220.62
16483,192,1,1,139.35
16484,174,17,2,404.3
16485,77,1,1,363.65
16488,33,115,3,498.8
16491,47,1,1,731.5
16493,80,250,4,1351.63
16494,297,1,1,826.53
16495,3,272,3,684.41
16496,9,308,3,1599.52
16497,50,283,6,2965.69
16498,161,1,2,100.97
16499,360,4,2,365.45
16500,5,326,6,400.86
16503,107,253,4,1431.93
16504,25,1,1,484.38
16505,32,1,1,777.6
16506,20,20,2,90.30000000000001
16509,297,1,1,363.7
16510,372,1,1,248.1
16511,22,244,3,950.26
16513,5,38,4,874.59
16515,52,259,5,1627.13
16516,30,1,1,101.69999999999999
16517,277,1,1,162.7
16518,61,222,2,484.32
16519,25,340,2,215.07999999999998
16520,186,179,3,1046.57
16523,2,313,21,9418.470000000001
16525,2,364,26,13027.45
16526,172,1,1,290.36
16527,81,1,1,228.06
16528,4,1,1,244.41
16529,190,1,1,455.25
16531,22,338,7,1244.59
16532,18,320,3,6748.8
16533,19,48,3,1095.56
16535,5,1,1,593.75
16536,110,1,1,548.97
16539,3,370,4,1388.81
16542,54,1,1,119.62
16545,165,1,1,339.3
16546,291,81,2,787.15
16549,10,324,10,4154.64
16550,109,259,5,2298.97
16551,96,240,3,922.12
16552,243,130,2,379.73
16553,163,197,12,5719.82
16554,42,289,3,837.1
16555,35,74,2,285.89
16556,67,293,7,3313.79
16557,24,113,2,281.85
16558,1,365,20,8338.49
16560,27,331,2,841.41
16561,6,54,2,511.12
16563,54,1,1,1077.74
16565,364,1,1,173.7
16566,15,277,5,614.66
16567,194,142,2,865.6
16569,3,1,1,124.2
16570,15,296,10,3738.4
16571,27,255,3,1421.69
16572,127,148,3,1009.6
16573,85,205,2,663.61
16574,71,1,1,451.44
16581,183,1,1,105.84
16582,113,1,1,313.62
16583,374,1,1,233.45
16584,80,174,2,936.08
16586,249,1,1,463.95
16587,232,1,1,225.15
16589,71,90,3,459.24
16591,69,1,1,213.5
16592,4,283,16,4113.68
16593,51,277,3,330.03
16594,75,1,1,181.09
16595,61,1,1,360.16
16596,16,350,2,250.15
16597,4,1,1,90.04
16598,286,1,1,145.04999999999998
16600,4,334,6,813.52
16601,41,1,1,244.79999999999998
16602,36,1,1,528.08
16603,75,16,2,482.47
16607,18,341,14,3347.71
16609,15,237,7,5493.46
16610,219,1,1,75.66
16611,186,1,1,129.49
16612,33,278,4,1187.66
16613,70,1,1,618.59
16614,183,1,1,506.19
16616,15,142,2,500.42
16617,236,1,1,151.85
16618,31,291,5,2647.59
16619,264,1,1,226.21
16620,4,257,2,178.96
16621,52,226,4,813.48
16623,246,1,1,129.45
16624,81,116,2,810.5699999999999
16625,275,1,1,333.08
16626,1,265,17,4413.1
16627,79,1,1,322.8
16628,30,205,5,2188.05
16629,74,22,2,417.73
16633,17,216,6,2883.1
16634,223,149,2,217.9
16637,32,193,4,1154.47
16638,23,346,10,1680.72
16639,31,204,3,1257.51
16641,106,1,1,231.10000000000002
16642,5,202,2,688.33
16643,246,1,1,487.51
16644,178,34,2,833.78
16647,170,35,2,214.06
16648,43,1,1,290.65999999999997
16650,72,1,1,518.42
16652,59,214,7,6773.97
16653,16,55,2,1212.66
16654,141,227,4,601.27
16655,18,314,6,3794.52
16656,22,342,15,8625.8
16657,10,244,4,933.62
16658,368,1,1,123.24
16659,189,1,1,39.12
16660,16,303,4,1267.6499999999999
16665,362,1,1,135.39999999999998
16666,19,1,1,118.98
16667,68,216,2,570.13
16668,15,269,6,306.71999999999997
16669,24,54,3,1374.8700000000001
16670,17,341,11,4095.9
16671,28,136,3,1692.27
16672,2,264,20,8134.9400000000005
16674,55,43,2,319.61
16676,34,303,4,1592.1200000000001
16678,3,280,12,3109.99
16679,366,1,1,129.75
16680,43,1,1,183.7
16681,73,180,6,1770.34
16682,5,183,5,1028.0
16684,4,353,28,66653.56
16685,61,1,2,324.24
16686,47,307,7,3062.83
16688,1,59,4,1260.86
16689,76,6,2,422.59999999999997
16690,72,129,2,225.57999999999998
16692,256,32,2,1276.0
16693,69,203,2,482.01
16696,135,112,4,657.9000000000001
16697,241,1,1,112.75
16698,227,26,2,1998.0
16700,9,357,13,5076.55
16701,9,352,13,5398.3
16705,1,358,20,14034.99
16706,37,76,3,531.35
16708,46,1,1,656.63
16709,85,197,5,3029.87
16710,19,349,10,2483.04
16711,3,354,5,1651.03
16712,9,266,11,3645.43
16713,19,347,15,6923.13
16714,219,98,3,1161.53
16715,78,1,1,301.71999999999997
16716,267,44,2,901.2
16717,24,342,6,3858.38
16718,369,1,1,623.75
16719,15,353,7,1790.42
16720,26,1,1,155.24
16721,262,1,1,292.47
16722,17,351,13,4730.81
16723,91,16,2,589.15
16725,302,69,7,781.02
16726,26,335,5,1382.02
16727,364,1,1,272.82
16728,46,218,4,1054.67
16729,38,203,21,7239.92
16730,52,267,3,743.11
16732,32,1,1,603.75
16734,52,61,3,650.51
16735,79,255,5,2300.56
16737,53,1,1,417.59999999999997
16738,298,1,1,3.75
16739,177,1,1,323.0
16742,47,1,1,464.9
16743,29,329,7,2238.09
16744,11,161,7,1304.76
16745,87,225,17,7194.3
16746,5,354,18,6697.66
16747,38,30,2,836.06
16748,18,316,5,1515.9
16750,45,187,5,623.93
16751,31,1,1,1764.72
16752,373,1,1,207.5
16753,58,1,1,223.92000000000002
16754,372,1,1,2002.4
16755,114,201,3,1496.83
16756,215,1,1,239.4
16757,319,1,1,106.83000000000001
16758,65,1,1,369.34000000000003
16759,8,23,3,789.79
16761,97,1,1,316.62
16762,20,124,3,1501.38
16763,199,1,1,611.85
16764,4,139,13,2799.25
16765,294,1,1,34.0
16766,273,1,2,1145.6
16767,31,285,11,5580.6
16768,48,224,3,478.09000000000003
16769,260,1,1,380.39
16770,58,314,5,770.1
16771,33,304,5,2246.81
16773,57,1,1,171.59
16774,68,110,4,661.52
16775,10,357,11,1695.66
16776,60,1,1,388.28
16777,80,176,2,226.35
16778,74,199,2,245.94
16779,2,364,22,10629.720000000001
16780,100,158,2,425.19
16781,372,1,1,311.25
16782,10,355,13,2279.9
16784,20,1,1,107.6
16788,123,131,2,597.48
16789,8,1,1,80.8
16790,4,34,6,1545.6200000000001
16791,29,303,7,1721.78
16792,282,1,2,110.38000000000001
16793,57,1,1,243.84
16794,1,179,10,1222.71
16795,365,1,1,414.88
16796,89,1,1,305.62
16800,11,1,1,1201.49
16801,163,110,4,1619.73
16803,65,1,1,332.3
16804,23,247,3,536.99
16805,174,186,2,460.59
16806,103,135,4,801.49
16807,143,128,3,1121.59
16808,99,175,2,288.42
16809,23,239,5,914.69
16810,192,1,1,309.54
16811,5,12,2,547.07
16812,361,1,1,479.35
16813,8,196,10,1692.98
16814,14,355,21,6509.1
16816,103,254,4,417.06
16817,3,365,9,1604.75
16818,11,194,11,3349.57
16820,96,1,1,497.61
16823,227,1,1,358.38
16824,16,148,2,460.64
16825,39,147,2,775.1800000000001
16826,51,1,1,341.7
16828,93,19,2,128.5
16829,157,1,1,197.22
16830,39,1,1,325.91
16832,184,33,3,199.15
16833,1,333,4,1106.53
16834,228,1,1,413.46
16835,128,244,2,180.85
16836,40,76,2,251.87
16837,31,214,11,3170.98
16838,197,90,2,588.85
16839,9,360,34,16594.35
16841,37,250,6,1869.82
16842,101,201,3,1264.19
16843,43,284,16,10196.57
16846,50,1,1,214.32
16847,43,1,1,193.44
16848,53,1,1,281.42
16849,187,1,1,124.57
16850,334,1,1,332.41
16851,4,47,3,342.45
16852,10,165,2,144.91000000000003
16855,24,19,2,328.4
16856,15,1,1,35.400000000000006
16858,369,1,1,375.69000000000005
16859,145,116,2,747.81
16861,60,98,2,173.76
16863,31,335,2,502.8
16866,141,20,3,207.73999999999998
16869,23,152,4,825.42
16871,22,248,6,2812.34
16872,77,107,3,680.02
16873,5,359,6,7123.62
16875,67,272,5,2095.53
16877,12,195,6,853.72
16878,84,1,1,13.3
16880,31,158,7,1519.08
16881,67,1,1,432.0
16882,67,250,3,705.12
16883,187,184,2,276.73
16884,38,1,2,429.84000000000003
16885,15,341,3,471.51
16887,35,1,1,194.88
16889,195,142,3,1578.67
16891,2,369,5,809.7
16892,1,182,5,525.54
16893,367,1,1,145.93
16895,65,1,1,219.14
16897,299,14,2,289.78
16898,26,342,3,508.81
16899,8,352,6,1281.56
16900,17,46,3,887.11
16902,116,1,1,1706.88
16903,29,1,1,373.24
16904,4,362,16,3754.27
16905,5,366,7,3102.43
16906,82,166,4,579.77
16907,29,336,5,981.65
16909,72,1,1,379.14
16910,4,86,8,1510.06
16912,29,294,11,2575.38
16913,290,1,1,113.44
16914,36,1,1,208.46
16915,9,274,6,621.6800000000001
16916,24,348,2,576.26
16917,277,1,1,391.52
16918,50,267,6,1068.82
16919,156,212,11,2596.45
16921,61,1,1,169.79
16923,12,350,19,7247.61
16924,21,62,3,846.75
16926,371,1,1,230.25
16927,116,245,3,543.05
16928,80,292,17,2847.6
16929,4,151,7,1295.39
16930,26,42,3,380.55
16931,5,364,21,4604.22
16932,53,1,1,161.94
16933,1,237,2,563.23
16934,55,1,2,950.9300000000001
16936,26,1,1,262.68
16938,9,300,4,2736.38
16940,52,237,3,3049.88
16942,13,215,9,1920.59
16943,212,106,3,816.73
16945,22,336,19,4345.5
16947,236,1,1,406.48
16948,139,187,3,435.02
16949,4,312,6,1286.27
16950,57,310,3,1178.56
16951,135,169,3,1277.75
16952,109,1,2,167.61
16953,30,1,1,20.8
16954,1,358,9,2085.08
16955,185,188,4,518.67
16956,18,1,1,308.74
16957,239,42,2,416.64
16959,87,1,1,117.35000000000001
16960,39,213,3,507.05
16961,116,1,1,234.17
16963,187,1,1,110.55000000000001
16965,227,1,1,201.19
16966,8,231,7,2154.97
16967,189,1,1,319.02
16968,4,103,2,439.43
16969,39,152,3,650.41
16971,38,1,1,357.21
16976,267,1,1,251.51999999999998
16978,78,1,1,344.33
16979,4,294,6,1852.0
16980,255,36,2,1078.96
16982,61,1,1,384.06
16983,13,356,7,1931.25
16984,88,41,2,4481.35
16985,17,341,10,5464.12
16986,30,1,2,1873.2
16987,3,202,7,1625.05
16988,5,1,1,126.12
16989,7,143,6,1133.25
16990,219,1,1,179.0
16992,11,274,5,1614.31
16996,30,323,6,1456.96
16997,288,37,3,702.0
16998,150,154,4,295.0
16999,23,50,2,484.82
17001,1,358,11,3989.57
17002,86,205,3,1493.73
17004,46,46,2,1412.94
17006,5,70,4,781.78
17007,51,306,6,889.9300000000001
17010,18,1,1,195.36
17011,30,1,1,270.9
17014,8,58,3,586.33
17015,29,156,3,1842.56
17017,3,369,20,8694.26
17018,41,285,2,920.1
17019,11,357,4,1272.61
17022,31,1,1,71.0
17024,45,112,3,95.85
17025,61,312,3,357.77
17026,185,184,2,154.82999999999998
17027,79,238,6,890.29
17029,111,126,2,716.0
17030,64,1,1,146.87
17031,12,143,2,380.35
17033,86,273,3,1030.14
17034,16,271,3,745.52
17035,246,65,2,433.53000000000003
17037,88,1,1,1267.32
17038,30,1,1,112.4
17040,138,1,1,449.73
17041,27,333,3,1081.57
17042,3,244,5,1044.3799999999999
17043,32,234,4,1735.18
17044,25,1,1,948.48
17045,113,134,3,339.44
17046,157,1,1,642.02
17047,85,119,3,1100.9
17048,118,213,3,925.35
17049,3,273,9,5659.9800000000005
17050,96,203,6,3228.84
17051,194,1,1,247.14000000000001
17052,28,1,1,413.75
17053,131,1,1,498.48
17054,28,216,5,1356.33
17058,82,158,3,1179.89
17059,30,339,5,3095.04
17060,266,1,1,234.24
17061,74,158,11,5232.2300000000005
17062,314,55,4,538.37
17063,21,268,7,1461.14
17064,59,268,3,859.35
17068,12,355,21,4552.14
17069,28,345,9,2709.7000000000003
17070,114,1,1,312.14
17071,28,281,9,2429.03
17073,18,91,4,1446.09
17075,18,299,4,834.12
17076,36,328,3,841.0799999999999
17078,36,1,2,378.2
17079,78,1,1,118.80000000000001
17080,22,247,2,287.62
17081,25,20,2,290.16
17082,33,285,2,2003.85
17083,109,194,3,1405.78
17084,35,1,2,2949.75
17085,123,239,5,1566.65
17086,7,56,6,2050.08
17088,28,225,4,1991.01
17090,4,349,7,2043.95
17091,3,365,9,3827.76
17092,50,227,4,1777.78
17094,322,1,1,302.0
17095,23,312,3,1324.16
17096,15,246,4,1022.13
17097,2,363,8,954.42
17100,18,1,2,971.74
17101,10,167,4,1621.73
17102,262,1,1,25.5
17105,159,147,2,665.78
17107,33,244,6,10815.43
17109,29,203,6,885.04
17110,165,1,1,163.29999999999998
17111,47,1,1,248.61
17114,6,329,8,808.62
17115,8,224,3,837.5
17117,288,1,1,116.19999999999999
17118,318,1,1,157.02
17119,3,56,2,606.91
17120,233,1,1,307.46
17122,119,1,1,138.32
17123,162,1,1,345.29999999999995
17124,185,1,1,298.89
17125,50,1,1,259.35
17126,152,210,5,1004.75
17128,335,1,1,157.09
17131,5,70,5,2463.17
17133,16,250,7,4892.240000000001
17134,107,157,2,425.0
17135,16,355,7,1139.73
17138,276,1,1,380.5
17139,16,273,12,10668.47
17140,247,1,1,465.32
17142,239,1,1,579.0
17144,1,83,2,984.57
17146,106,253,3,749.78
17147,23,289,4,1714.59
17148,52,1,1,124.88
17152,195,68,3,1689.5
17153,24,1,1,213.78
17154,75,1,1,329.34
17155,18,160,2,251.70000000000002
17157,8,168,2,319.0
17158,32,328,3,1266.97
17159,22,150,3,1538.88
17160,31,210,6,3518.03
17162,29,276,10,1715.46
17163,22,56,2,293.1
17164,33,240,7,2467.35
17165,284,1,1,158.68
17166,39,165,2,206.34
17169,58,125,2,835.78
17171,289,1,1,224.91
17172,79,1,1,317.76
17173,5,125,8,3766.6
17174,218,1,1,59.9
17175,44,252,4,1443.69
17176,202,1,1,306.13
17179,178,183,3,711.79
17180,56,259,4,796.03
17181,57,316,2,239.92000000000002
17183,8,97,6,3347.31
17186,47,13,2,144.0
17187,227,1,1,203.95
17188,11,351,7,2474.23
17189,106,253,2,384.40000000000003
17190,59,148,2,444.74
17191,28,340,7,2095.13
17193,36,141,7,1699.3000000000002
17194,274,86,2,262.62
17197,30,1,1,1013.01
17198,24,347,3,692.22
17201,54,1,1,342.63
17203,36,24,6,3563.85
17204,175,88,4,1564.56
17205,54,1,1,384.08
17206,53,1,1,204.24
17211,27,342,8,2317.2200000000003
17212,253,1,1,226.85
17213,40,326,7,2781.23
17214,60,298,6,1069.1200000000001
17217,234,1,1,113.5
17218,4,363,10,1960.72
17219,32,1,1,114.23
17220,24,339,14,3198.25
17221,7,28,2,335.13
17222,65,1,1,354.15
17223,310,58,2,426.79
17226,309,1,1,393.49
17227,19,349,6,939.32
17228,16,356,8,1906.09
17229,96,46,2,318.76
17230,264,95,8,3638.41
17231,12,349,10,3174.32
17232,3,11,2,421.52
17233,35,1,1,190.88
17234,183,1,1,149.89000000000001
17235,25,347,2,550.06
17236,13,350,6,916.13
17237,11,11,2,314.69
17238,3,368,17,3744.65
17239,313,1,1,382.5
17242,108,72,2,1135.04
17243,1,368,26,8676.85
17244,53,1,1,954.9
17245,205,1,1,171.45
17247,15,1,1,282.19
17248,120,1,1,318.65
17250,4,257,2,384.52
17251,363,1,1,283.28000000000003
17252,117,69,2,353.86
17253,18,1,1,178.26
17254,5,10,2,272.44
17255,41,258,2,298.41
17256,107,204,2,240.0
17259,148,220,2,603.37
17262,52,313,5,1253.3600000000001
17263,208,1,1,63.440000000000005
17265,139,41,2,562.9
17266,2,145,3,310.64
17267,127,1,2,317.62
17268,108,137,4,763.64
17272,42,220,4,2148.63
17274,35,1,1,111.97999999999999
17277,228,95,2,1065.3500000000001
17278,241,1,1,246.04
17279,58,1,1,187.82999999999998
17282,130,169,3,1703.41
17284,60,276,6,1652.58
17286,22,1,1,153.92
17287,26,346,7,1064.11
17288,9,349,7,1419.73
17289,32,148,3,944.41
17290,4,12,2,525.24
17291,308,1,1,550.8000000000001
17293,8,352,9,1875.1100000000001
17295,29,35,3,556.95
17297,17,1,1,131.78
17298,101,23,2,498.42
17299,12,161,4,669.11
17301,21,1,1,197.63
17302,15,290,5,1135.63
17303,361,1,1,250.04
17306,11,342,19,8631.31
17309,95,1,1,82.75
17311,78,238,2,1384.85
17312,139,20,3,644.3
17313,31,1,1,2328.84
17314,25,287,8,2527.92
17315,2,355,38,6292.26
17317,46,43,3,2600.34
17320,100,267,3,1200.6200000000001
17321,8,59,2,700.86
17323,15,277,7,921.07
17324,18,348,4,990.23
17325,280,1,1,96.8
17329,14,300,2,523.11
17330,23,44,2,363.9
17331,124,1,1,175.2
17333,86,1,1,494.25
17334,302,6,2,307.02
17337,151,158,4,2027.8700000000001
17338,17,344,8,6643.93
17339,94,270,2,243.36
17340,30,336,11,12353.29
17341,157,209,3,781.36
17343,355,1,1,193.64
17344,46,1,1,160.57
17345,15,181,4,537.74
17346,4,369,15,2676.56
17347,86,1,1,228.96
17348,15,283,5,1159.52
17349,179,1,1,110.75
17350,8,42,4,1286.07
17351,36,237,3,587.15
17353,129,25,2,1740.0
17354,51,1,1,1393.06
17356,312,1,1,178.22
17357,24,1,2,388.14
17358,303,52,2,365.85
17359,11,1,1,127.86
17360,17,166,3,585.79
17361,49,242,3,488.2
17362,239,70,2,312.23
17364,1,330,11,4481.18
17365,13,320,8,4801.56
17367,238,1,1,168.4
17368,23,314,8,1912.67
17370,73,96,4,446.18
17371,17,343,3,423.89
17372,41,321,8,1342.68
17373,40,272,4,646.92
17374,219,62,2,495.77
17375,199,162,3,400.1
17376,71,240,2,203.2
17377,24,349,20,4100.92
17379,11,1,1,404.66
17381,9,363,29,20275.61
17382,65,1,1,65.4
17383,4,1,1,199.29
17384,19,199,2,336.4
17385,15,1,1,261.11
17386,8,157,6,2686.42
17387,20,13,2,784.11
17388,78,209,4,1259.56
17389,1,330,34,31833.68
17391,164,1,2,508.8
17392,307,51,2,457.91
17394,219,1,1,203.86999999999998
17396,39,332,8,7330.8
17397,22,1,2,696.41
17398,115,140,3,653.38
17400,126,226,5,2129.96
17402,5,364,13,2633.85
17403,36,1,1,281.62
17404,4,356,15,31906.82
17405,1,149,3,1031.41
17406,333,33,3,2200.42
17408,163,1,1,32.65
17409,185,63,2,771.85
17410,16,199,5,1214.72
17411,12,249,3,778.94
17412,3,369,7,1258.06
17414,44,141,2,778.0
17415,80,1,1,507.84
17416,30,251,7,6893.42
17418,42,281,2,463.46000000000004
17419,11,355,12,4226.57
17420,50,323,3,598.83
17422,16,279,6,1979.37
17423,46,171,2,698.41
17425,19,41,2,759.17
17426,8,274,6,5037.26
17427,72,1,1,100.8
17428,1,368,28,17256.85
17429,128,90,3,524.9200000000001
17430,33,332,2,265.76
17431,313,1,1,403.3
17432,18,19,2,365.76
17433,88,1,1,303.15999999999997
17434,2,82,7,2373.82
17436,2,225,2,216.29999999999998
17438,254,1,1,388.45000000000005
17440,157,90,3,186.42000000000002
17442,37,253,6,2248.56
17443,220,1,1,534.24
17444,148,25,3,2940.04
17446,177,133,2,120.9
17447,40,31,2,541.53
17449,2,357,7,2520.86
17450,8,359,46,194550.79
17451,1,104,7,1721.4
17453,18,46,2,486.71999999999997
17454,192,167,4,517.53
17455,204,1,1,131.7
17456,365,1,1,249.86
17457,127,212,5,1737.7
17458,15,1,1,316.5
17459,43,16,2,657.3
17460,94,278,6,622.4300000000001
17461,23,6,3,757.46
17462,60,223,2,675.69
17463,16,296,5,1896.41
17464,158,1,1,289.96000000000004
17466,10,68,2,763.28
17468,10,4,2,137.0
17469,16,188,5,1870.97
17470,45,323,5,1125.07
17472,191,108,3,710.29
17475,79,1,1,194.37
17480,78,1,1,511.82
17481,4,90,4,1255.59
17483,65,117,3,414.04
17486,261,1,1,396.87
17489,59,153,2,376.64
17490,1,175,7,2092.32
17491,1,366,10,3558.87
17492,248,1,1,374.57
17495,8,31,2,497.56
17496,359,1,1,271.05
17498,76,1,1,272.22
17499,290,1,1,622.88
17500,17,12,3,1138.0
17501,221,1,2,288.6
17502,9,19,4,689.1
17503,3,35,2,558.96
17504,206,116,9,2997.0299999999997
17505,162,44,2,1145.84
17506,76,1,1,302.2
17507,262,47,2,605.58
17508,281,1,1,387.31
17509,58,5,8,6115.14
17510,25,1,1,308.48
17511,3,370,31,91062.38
17512,29,272,10,2924.9900000000002
17513,72,1,1,513.2
17514,128,1,1,208.65
17515,31,286,4,639.02
17516,15,270,5,768.08
17517,309,1,1,153.94
17519,17,351,6,1844.02
17520,54,1,1,546.81
17521,30,169,3,723.2099999999999
17522,2,216,5,1070.71
17523,11,7,4,652.74
17524,361,1,1,145.0
17525,360,1,1,422.70000000000005
17526,5,360,4,1195.8999999999999
17527,54,164,4,939.37
17528,1,70,8,3628.5
17530,1,363,10,2385.0
17531,190,1,1,296.7
17534,54,1,1,223.36
17535,280,1,1,164.4
17536,177,1,1,76.5
17537,30,273,2,897.62
17538,26,1,1,98.42
17540,25,291,2,578.9
17542,270,1,1,170.75
17545,43,1,3,645.96
17548,234,1,1,103.3
17549,24,27,2,148.86
17550,197,45,3,267.16
17551,359,1,1,306.84
17552,60,311,4,930.41
17553,130,1,1,1487.6
17554,1,146,5,1952.45
17555,20,314,2,483.26
17556,206,1,1,157.9
17557,14,66,3,541.46
17560,95,215,4,854.95
17561,19,1,1,167.62
17562,14,159,7,1122.38
17564,24,55,3,454.01
17566,8,17,2,901.21
17567,7,365,8,4331.48
17569,332,1,1,344.14
17571,50,248,4,1498.51
17572,71,302,4,226.75000000000003
17573,29,64,3,380.6
17574,243,1,1,185.65
17576,8,357,19,3622.68
17578,218,1,1,143.45999999999998
17579,5,174,3,448.90000000000003
17580,253,105,3,215.72
17581,1,371,25,11045.04
17582,236,1,1,175.27
17584,7,120,2,1242.3
17585,109,228,4,1133.07
17588,100,132,3,1240.2
17589,60,180,4,2404.17
17590,2,37,3,1479.22
17591,73,293,7,2225.9700000000003
17593,4,349,5,3927.34
17594,85,169,2,993.18
17595,12,24,2,388.79
17596,23,345,7,2827.93
17597,214,1,1,2044.3700000000001
17600,18,1,1,161.67000000000002
17601,239,1,1,116.00999999999999
17602,2,321,6,5102.97
17603,78,1,1,394.72
17604,217,94,2,309.36
17608,33,1,2,193.42
17609,41,286,5,1112.22
17611,7,353,15,3984.22
17612,53,244,6,2048.45
17613,23,282,14,4559.150000000001
17614,57,1,1,390.07
17615,130,91,3,329.6
17616,174,194,3,571.1999999999999
17618,6,356,3,971.58
17619,312,1,1,218.52
17620,60,1,1,81.44
17621,21,333,3,1379.9
17623,33,1,1,527.0500000000001
17624,15,203,2,843.48
17625,18,239,4,2047.0
17628,81,1,1,75.75
17629,6,354,8,1814.12
17630,170,62,2,503.59999999999997
17631,2,230,3,528.33
17633,31,88,4,1324.84
17634,36,301,9,2361.9700000000003
17636,19,1,1,285.56
17637,31,83,2,547.0600000000001
17639,276,1,1,108.5
17640,87,1,1,621.66
17642,120,56,2,712.29
17643,373,1,1,101.55
17644,1,259,11,2895.64
17646,219,145,3,1008.39
17647,65,1,1,133.06
17648,61,188,4,1797.5
17649,138,1,1,868.49
17650,21,1,1,166.08
17651,12,165,10,3945.0
17652,25,255,12,4867.72
17653,37,83,4,1207.56
17654,277,1,1,117.55
17655,11,355,7,2638.94
17656,73,55,5,1674.69
17658,26,185,2,595.42
17659,17,354,12,2999.46
17660,141,1,1,196.0
17663,26,261,7,1802.91
17664,19,193,2,604.64
17666,4,61,2,728.16
17667,66,232,5,2055.51
17668,1,36,2,347.75
17669,43,206,7,3406.7200000000003
17670,228,1,1,205.7
17671,16,349,4,1572.71
17672,50,259,2,3178.17
17673,2,318,6,1629.12
17674,74,294,2,551.04
17675,1,366,31,20374.28
17676,4,362,6,1387.68
17677,2,367,30,16363.23
17678,264,1,1,298.11
17679,53,32,2,1992.1100000000001
17680,24,1,1,184.4
17682,10,358,6,2474.33
17684,44,1,1,239.41
17685,17,355,7,3191.53
17686,7,295,7,5739.46
17690,30,342,15,4757.95
17691,358,10,2,290.40000000000003
17692,127,232,4,740.9399999999999
17693,137,1,1,200.47
17694,142,1,1,283.12
17695,132,39,2,765.34
17696,38,326,8,2285.71
17697,236,1,1,338.95
17698,261,1,1,154.95
17700,17,264,4,2534.64
17701,253,1,1,417.95
17702,30,175,4,1824.37
17703,35,103,3,798.74
17704,169,71,2,885.19
17705,3,298,9,1823.52
17706,4,362,17,10504.49
17707,185,151,2,152.4
17708,188,137,2,267.08
17709,170,1,1,137.45
17711,11,279,2,385.1
17712,45,1,1,522.91
17714,321,1,1,153.0
17715,201,1,1,326.4
17716,23,245,11,5655.99
17718,232,1,1,139.35
17719,38,217,15,5396.04
17720,26,341,4,1195.94
17722,96,270,4,2424.04
17723,127,87,6,3276.4000000000005
17724,71,67,3,1033.0
17725,16,250,11,3439.08
17727,15,1,1,1060.25
17728,4,82,3,2876.01
17730,3,323,13,5298.4800000000005
17731,79,104,4,1240.11
17732,373,1,1,303.97
17733,39,222,2,692.19
17734,54,180,3,700.63
17735,2,365,19,13110.02
17736,9,104,3,377.44
17737,9,49,2,168.24
17738,19,262,4,1879.05
17739,12,348,7,2791.35
17742,113,219,2,355.11
17744,4,354,6,2322.4
17746,240,1,1,110.25
17747,113,1,1,71.4
17749,178,78,2,674.52
17750,5,158,9,1797.57
17752,359,1,1,80.64
17754,1,259,5,1772.26
17757,1,370,30,5605.29
17758,19,230,8,3456.7000000000003
17759,17,152,3,834.99
17760,22,351,2,287.59
17761,33,1,1,712.78
17763,263,1,1,15.0
17764,51,160,2,818.8199999999999
17765,159,98,3,371.88
17767,15,1,1,271.2
17768,8,157,3,2273.1800000000003
17769,13,308,10,3997.98
17770,199,83,5,1143.27
17771,57,266,2,245.81
17772,11,1,2,182.77
17774,97,208,4,1225.41
17775,255,1,1,56.4
17777,25,75,3,665.86
17779,21,122,3,658.57
17781,159,93,2,188.02
17783,72,175,2,283.47
17785,53,1,1,131.94
17786,85,231,2,278.74
17787,153,218,4,1865.19
17788,74,55,2,1117.9
17789,281,1,1,225.9
17790,27,338,14,1965.55
17791,30,1,1,106.1
17793,25,1,1,323.04
17795,180,85,2,350.39
17796,40,329,4,697.9
17797,22,160,3,780.43
17799,22,339,10,3055.93
17800,37,296,9,1199.01
17802,82,290,3,1285.04
17805,74,1,1,512.31
17806,11,1,1,546.04
17809,16,357,12,5411.91
17811,4,329,39,7837.7300000000005
17812,13,355,4,732.16
17813,14,57,5,1770.8799999999999
17816,37,328,4,36.56
17817,4,272,3,387.68
17819,72,299,7,3704.87
17824,51,1,1,298.4
17827,5,359,5,1995.46
17828,23,162,4,1820.09
17829,299,1,1,889.24
17830,2,287,3,398.7
17831,33,1,1,35.400000000000006
17832,50,1,1,155.37
17835,3,20,3,350.64
17836,47,1,1,110.21000000000001
17837,42,120,8,1593.38
17838,27,345,5,2779.3
17839,42,1,1,338.8
17841,2,371,124,40991.57
17843,303,1,1,205.48
17844,107,1,1,51.559999999999995
17846,85,1,1,2033.1
17848,81,276,9,901.1999999999999
17849,218,115,4,605.8000000000001
17850,372,1,34,5391.21
17852,12,1,2,114.34
17854,185,41,2,311.26
17855,373,1,1,208.97
17856,2,279,4,1418.03
17857,4,361,23,26879.04
17858,6,363,12,5155.66
17859,305,1,1,148.21
17860,369,1,1,252.8
17861,3,316,8,2100.8
17862,324,1,1,330.9
17863,59,310,6,3160.0
17864,13,262,3,597.5
17865,31,333,20,10526.32
17866,143,1,1,329.65
17867,30,258,6,1197.1000000000001
17869,107,260,5,428.18
17870,2,364,12,1894.35
17871,205,1,1,155.9
